Track Name,Artist,Album,Popularity,Duration (min),Added Date
Skin & Bones (feat. Winona Oak),Kito & Winona Oak,Skin & Bones,35,2.5,6/11/2022
Baby Blue,Winona Oak,Island of the Sun,28,2.91,6/10/2022
Yours Tomorrow,Winona Oak,Island of the Sun,16,2.54,6/10/2022
Mother and Daughter,Winona Oak,Island of the Sun,22,2.96,6/10/2022
Happy You’re My Ex,Winona Oak,Island of the Sun,20,3,6/10/2022
Jojo,Winona Oak,Island of the Sun,28,3.4,6/10/2022
Nothing to Lose,Winona Oak,Island of the Sun,22,2.9,6/10/2022
NDA,Winona Oak,Island of the Sun,21,3,6/10/2022
Radio,Winona Oak,Island of the Sun,34,3.05,6/10/2022
Piano in the Sky,Winona Oak,Island of the Sun,47,3.17,6/10/2022
My Man,Winona Oak,Island of the Sun,22,3.01,6/10/2022
Tears of Gold,Faouzia,Tears of Gold,66,2.94,6/10/2022
Safe With Me (with Audrey Mika),Gryffin & Audrey Mika,Safe With Me (with Audrey Mika),48,3.42,6/10/2022
Make us never happen,shy martin,Make Us Never Happen,18,2.86,6/10/2022
Haina Ta,Irina Rimes,Despre El,38,3.42,6/10/2022
Vara Trecuta,Voltaj,V8,50,3.04,6/9/2022
Stai Langa Mine,VUNK & Irina Rimes,Extrovertit,24,3,6/9/2022
Let's Fall in Love for the Night,FINNEAS,Blood Harmony (Deluxe),50,3.17,6/8/2022
"Scara 2, Etajul 7",Carla's Dreams,"Scara 2, Etajul 7",47,3.59,6/6/2022
Vin Si Pastile,Irina Rimes,Pastila,38,3.33,6/6/2022
When You're Gone,Shawn Mendes,When You're Gone,68,2.87,6/5/2022
On My Way Up,Tishmal,On My Way Up,50,3.12,6/5/2022
When I R.I.P.,Labrinth,Euphoria (Original Score from the HBO Series),64,2.91,6/5/2022
Learning To Live Without You,Hajaj,Learning To Live Without You,2,3.23,6/5/2022
Second Place,loyalties & Mikayla Geier & Stringer,Second Place,36,2.15,6/5/2022
Wild Sun,The Strumbellas,Hope,50,4.49,6/3/2022
Spirits,The Strumbellas,Hope,1,3.39,6/3/2022
Bad Days,Eneli,Bad Days,50,2.86,6/3/2022
Can't Get You out of My Head,Mattis,Can't Get You out of My Head,40,2.55,6/3/2022
Gotham,David Ciente & Diana V,Gotham,14,3.68,6/3/2022
Motivation,Normani,Motivation,65,3.23,5/29/2022
Paranoia,HAVEN,Paranoia,50,2.8,5/27/2022
you're just drunk,Johnny Orlando,you're just drunk,31,2.4,5/27/2022
Aimed to Kill,Jade LeMac,Aimed to Kill,50,3.38,5/27/2022
intimate moments,Isaac Dunbar,evil twin,35,3.51,5/27/2022
Pretty Please,Gaullin & INNA,Pretty Please,24,2.64,5/27/2022
I don't know why - SOMMA Remix,AVAION & SOMMA,I don't know why (SOMMA Remix),47,2.62,5/26/2022
"Vino, du-te",VUNK & Lidia Buble,"Vino, du-te",23,3.29,5/25/2022
Tell Me,Tinlicker & Helsloot & Hero Baldwin,Tell Me (feat. Hero Baldwin),54,3.39,5/24/2022
Whisper,Shouse & Habits,Open,24,3.17,5/24/2022
Friendships (Lost My Love),Pascal Letoublon & Leony,Friendships (Lost My Love),64,3.05,5/24/2022
Pieces - with VIZE & Leony,AVAION & VIZE & Leony,Pieces (with VIZE & Leony),44,2.88,5/23/2022
Won't Forget You (Edit),Shouse,Won't Forget You,61,3.85,5/23/2022
Dope (with JID),John Legend & JID,Dope,37,2.65,5/22/2022
Synchronize,Milky Chance,Synchronize,52,2.74,5/20/2022
Dorul are multe forme,VUNK,Dorul are multe forme,20,3.53,5/17/2022
Take My Hand,5 Seconds of Summer,Take My Hand,50,4,5/13/2022
A Drop in the Ocean,Ron Pope,The Bedroom Demos,63,3.67,5/13/2022
Want to Want Me,Jason Derulo,Everything Is 4,78,3.46,5/13/2022
Stay,Zedd & Alessia Cara,Stay,77,3.5,5/12/2022
Stay,Ghostly Kisses,Never Let Me Go,52,3.06,5/12/2022
Empires,Ruelle,Emerge,50,3.82,5/8/2022
Slip Away,UNSECRET & Ruelle,Slip Away,40,4.19,5/7/2022
Strangelove,Black Math,New Game,39,4.08,5/7/2022
Breathe - Legends of Runeterra Version,Fleurie & Legends of Runeterra,Breathe (Legends of Runeterra Version),49,3.7,5/7/2022
The Other Side,Ruelle,The Other Side,64,4.21,5/7/2022
Without You,Ursine Vulpine & Annaca,Without You,47,4.71,5/7/2022
The Wolves (ARQTIC Remix),VOLK & Keeley Bumford & Gregg Lehrman & Arqtic,The Wolves: Indaba Remixes,11,4.8,5/7/2022
Youuu,COIN,Dreamland,50,3.92,5/7/2022
no more time,flor,come out. you're hiding (deluxe),24,3.05,5/7/2022
spoiled,flor,come out. you're hiding (deluxe),26,4.83,5/7/2022
where do you go,flor,come out. you're hiding (deluxe),35,3.47,5/7/2022
unsaid,flor,come out. you're hiding (deluxe),31,3.18,5/7/2022
ocean,flor,come out. you're hiding (deluxe),25,3.8,5/7/2022
I Want It All,COIN,Dreamland,50,2.86,5/7/2022
Call Me Back,Young the Giant,Mirror Master,51,3.96,5/7/2022
Fun,Sir Sly,"Don't You Worry, Honey",48,3.88,5/7/2022
Cardiac Arrest,Bad Suns,Language & Perspective,46,3.04,5/7/2022
heart,flor,come out. you're hiding (deluxe),42,3.71,5/7/2022
Slow Motion,AMARIA BB,Slow Motion,50,2.77,5/7/2022
warm blood,flor,come out. you're hiding (deluxe),40,4.12,5/6/2022
back again,flor,come out. you're hiding (deluxe),41,3.36,5/6/2022
ANTI,ZICO & GSoul,TELEVISION,50,3.61,5/6/2022
No One Dies From Love,Tove Lo,No One Dies From Love,1,3.1,5/4/2022
Tarabanele,YNY Sebi & Bogdan DLP,Tarabanele,30,2.33,5/4/2022
Audemars,Marko Glass,Audemars,34,3.59,5/2/2022
hideous,mehro,SKY ON FIRE,49,3.23,5/1/2022
Distanțe,Criss Blaziny & Paulina,Distanțe,32,3.05,5/1/2022
IAR O FAC,"Marko Glass & Beach, Please!",IAR O FAC,32,2.72,5/1/2022
Cum Am Știut,Killa Fonic & Delia,Cum Am Știut,47,3.56,5/1/2022
Pretty,Astrid S & Dagny,Pretty,49,2.93,5/1/2022
Baby Blue,Winona Oak,Baby Blue,18,2.9,5/1/2022
Evol,Sofia Anessiadis,Evol,26,2.48,4/30/2022
Die Together,Amanda Tenfjord,Die Together,40,2.92,4/30/2022
Wygd,Empara Mi,Suitcase Full of Sins,50,3.72,4/30/2022
Mood Swing,LEX,Mood Swing,19,3.12,4/30/2022
Saving All My Love,Empara Mi,Saving All My Love,50,3.51,4/30/2022
Toll,So Below,Left Behind,50,1.34,4/30/2022
Tsunami,FLØRE,Tsunami,30,3.9,4/30/2022
Torch,Black Veil Brides,The Phantom Tomorrow,50,3.63,4/30/2022
Fight the Feeling,The Native,Fight the Feeling,50,3.46,4/30/2022
Hate Me Too,lozeak,Hate Me Too,23,3.1,4/30/2022
Fool & The Thief,THE HARA,Fool & The Thief,38,2.97,4/30/2022
Skyline,Khalid,Skyline,58,3.05,4/29/2022
Crank That (Soulja Boy),Soulja Boy,souljaboytellem.com,50,3.7,4/28/2022
Fade - Vocal,Jakwob & Maiday,Fade,38,3.4,4/28/2022
The Funeral,YUNGBLUD,The Funeral,58,3.52,4/28/2022
Daca Pleci,Dl Goe & NOSFE & Catalin Crisan,Daca Pleci,4,3.17,4/28/2022
With A Girl Like You,The Troggs,From Nowhere,49,2.14,4/28/2022
De-ar vorbi inima,3 Sud Est,De-ar vorbi inima,32,3.41,4/28/2022
King of Sweden,Future Islands,King of Sweden,43,4.2,4/28/2022
Waiting All Night (feat. Ella Eyre),Rudimental & Ella Eyre,Home (Deluxe Edition),31,4.88,4/27/2022
The Inner Voice (feat. Trevor Something),DJ Ten & Trevor Something,Retrological 2.0,31,5.31,4/24/2022
The Chemical of Love,Trevor Something,Bots Don't Cry,16,3.48,4/24/2022
Baby Boo,Trevor Something,Bots Don't Cry,16,3.69,4/24/2022
Summer Love,Trevor Something,Summer Love,47,3.6,4/24/2022
Your Sex Is a Dream,Trevor Something,Your Sex Is a Dream,17,5.4,4/24/2022
Inside of You,Trevor Something,Distorted Reality,9,3.82,4/24/2022
Sex & Sadness,Madi Sipes & The Painted Blue,Privacy,30,4.13,4/21/2022
Honey,Ill Spector,Honey,26,2.97,4/21/2022
Darkroom,Ten Sleep,Suburban Lore,37,3.85,4/21/2022
BB Song,Blonder,BB Song,4,2.52,4/21/2022
Believe,Cher,Believe,80,3.98,4/21/2022
Under The Influence,Chris Brown,Indigo (Extended),84,3.08,4/21/2022
Healing,FLETCHER,Healing,47,3.13,4/20/2022
Love Me Now,John Legend,DARKNESS AND LIGHT,60,3.5,4/18/2022
If You Need Me,Julia Michaels,If You Need Me,44,3.6,4/16/2022
Lonely Eyes,Lauv,~how i'm feeling~,50,3.27,4/16/2022
Voila,Killa Fonic & BRUJA,2089,33,2.69,4/15/2022
"C'est beau, c'est toi",Philippine,"C'est beau, c'est toi",33,3.49,4/15/2022
Only A Lifetime,FINNEAS,Optimist,48,4.28,4/14/2022
Undressed,Kim Cesarion,Undressed,51,3.7,4/14/2022
chance with you,mehro,SKY ON FIRE,65,3.59,4/14/2022
Frumusetea Care Minte,RANDI,Frumusetea Care Minte,20,3.32,4/13/2022
Alone,Bazzi,Alone,46,3.27,4/13/2022
Never the 1,ROSIE,20mg of Happiness,44,2.87,4/13/2022
Daddy AF,Slayyyter,Daddy AF,48,2.53,4/13/2022
Telepath,Conan Gray,Telepath,57,3.25,4/12/2022
O Fată Obişnuită,AMI,O Fată Obişnuită,31,2.94,4/12/2022
Lost in the Fire (feat. The Weeknd),Gesaffelstein & The Weeknd,Hyperion,81,3.37,4/9/2022
Galaxy,Kid Travis & Eluzai,Strawberry Skies (Deluxe Edition),41,2.82,4/9/2022
Nothing Compares - Bonus Track,The Weeknd,After Hours (Deluxe),60,3.71,4/8/2022
Fallen Star,The Neighbourhood,Fallen Star,69,3.75,4/8/2022
Eternal Sunshine,Lou Val,Eternal Sunshine,48,4.03,4/8/2022
Retrograde (feat. 6LACK & Lucky Daye),Khalid & 6LACK & Lucky Daye,Scenic Drive (The Tape),44,3.67,4/8/2022
Tare,The Motans & INNA,Tare,34,3.76,4/8/2022
Violet Days,Tommy Newport,Violet Days,28,3.39,4/7/2022
God Save Our Young Blood (with Lana Del Rey),BØRNS & Lana Del Rey,Blue Madonna,48,3.88,4/7/2022
Dacă m-ai iubit cândva,Florian Rus & JO,Dacă m-ai iubit cândva,27,3.28,4/6/2022
Ana,Dora Gaitanovici,Ana,15,3,4/6/2022
favorite crime,Olivia Rodrigo,SOUR,82,2.54,4/6/2022
The Emotion,BØRNS,Dopamine,55,3.75,4/5/2022
affection,BETWEEN FRIENDS,we just need some time together,50,3.92,4/5/2022
Drive Away,The Brummies & Kacey Musgraves,Eternal Reach,43,4.57,4/5/2022
Blue Madonna,BØRNS,Blue Madonna,40,2.33,4/5/2022
Clouds,BØRNS,Dopamine,57,3.17,4/5/2022
Poveste de mai & Găsește-mi loc în inima ta - Live Acoustic,Stefan Banica,Love Songs,5,6.97,4/4/2022
Creature Comforts,Trella,Creature Comforts,22,4.07,4/2/2022
You Were Loved (with OneRepublic),Gryffin & OneRepublic,You Were Loved (with OneRepublic),46,3.7,4/1/2022
Black Converse,LOVA,Grown-ish,42,3.11,3/31/2022
Anyone,Justin Bieber,Justice,71,3.18,3/31/2022
Pe Buzele Tale - Radio Edit,Florian Rus,Pe Buzele Tale (Radio Edit),5,2.95,3/31/2022
Pentru Tine,Alexia,Pentru Tine,40,3.04,3/31/2022
Partea mea de vină,Florian Rus,Partea mea de vină,31,2.82,3/31/2022
Lonely (with benny blanco),Justin Bieber & benny blanco,Justice,70,2.49,3/29/2022
Oxygen,Winona Oak & Robin Schulz,Oxygen,43,3.2,3/29/2022
Hainele Și Carnea,Feli,Hainele Și Carnea,50,3.87,3/28/2022
Suna-Ma,Antonia & Carla's Dreams,Suna-Ma,22,3.67,3/26/2022
Deal With It (feat. Kelis),Ashnikko & Kelis,DEMIDEVIL,61,3.19,3/25/2022
"Hi, It's Me",Ashnikko,"Hi, It's Me",41,3.23,3/25/2022
Daisy 2.0 (feat. Hatsune Miku),Ashnikko & Hatsune Miku,Daisy 2.0 (feat. Hatsune Miku),61,2.79,3/25/2022
Little Boy,Ashnikko,DEMIDEVIL,51,2.88,3/25/2022
Undercover,zheez,Undercover,50,2.71,3/23/2022
Fight Dirty,Salvatore Ganacci,Fight Dirty,50,3.02,3/23/2022
Twenty One,Khalid,Free Spirit,48,3.07,3/23/2022
Talk (feat. Disclosure),Khalid & Disclosure,Free Spirit,72,3.29,3/22/2022
edamame,bbno$ & Rich Brian,edamame,6,2.23,3/22/2022
Stanga,Sagi Abitbul & Guy Haliva,Stanga,50,3.88,3/22/2022
Aguella,Sllash & Doppe,Aguella,43,3.52,3/22/2022
Bass Back,Lourfech,Bass Back,50,2.3,3/22/2022
The Closest Thing to Crazy,Katie Melua,Call Off The Search,50,4.21,3/22/2022
I Cried For You,Katie Melua,Piece By Piece,50,3.63,3/22/2022
Piece By Piece,Katie Melua,Piece By Piece,50,3.41,3/22/2022
SexyBack,Ilkan Gunuc & Clara Stegall,SexyBack,49,2.48,3/22/2022
Mă Faci Să Simt Că...,Guess Who & Feli,Un Anonim Celebru,19,4.15,3/21/2022
Gata Să Pierzi,Guess Who,Un Anonim Celebru,23,4.36,3/21/2022
Daisy,Ashnikko,DEMIDEVIL,68,2.44,3/20/2022
Memories (feat. Kid Cudi),David Guetta & Kid Cudi,Memories (feat. Kid Cudi),62,3.51,3/20/2022
ZEZE (feat. Travis Scott & Offset),Kodak Black & Offset & Travis Scott,Dying to Live,76,3.81,3/20/2022
Daisy,Ashnikko,Daisy,61,2.44,3/20/2022
Aer,Andia,Aer,7,3.58,3/18/2022
i looked into your eyes,Sky McCreery,i looked into your eyes,3,2.48,3/16/2022
Better In The Dark,LÉON,LÉON,50,2.65,3/15/2022
worldstar money (interlude),Joji,In Tongues,60,2.11,3/15/2022
Intro,Khalid,Free Spirit,46,3.55,3/14/2022
Bravado,Lorde,Pure Heroine (Extended),50,3.69,3/14/2022
Splash,PUBLIC,Splash,39,2.84,3/13/2022
Scripted,ZAYN,Icarus Falls,46,3.69,3/12/2022
Make You Mine,PUBLIC,Make You Mine,71,3.88,3/12/2022
Tot Astept,Simplu,Oficial Imi Merge Bine,10,3.68,3/12/2022
Piesa Mea De Dor,What's Up,Piesa Mea De Dor,50,3.64,3/12/2022
Ecou,EMAA,29,15,2.91,3/12/2022
Adios Amigos,Beatmount & Duke Luke,Adios Amigos,37,2.06,3/12/2022
Sweet Talker - Hot Since 82 Remix,Olly Alexander (Years & Years) & Galantis & Hot Since 82,Sweet Talker (Hot Since 82 Remix),26,3.45,3/11/2022
Pietre Pretioase,Andia & Guess Who,Pietre Pretioase,18,3.05,3/11/2022
When You Call,"Cyrus Reynolds,Flynn Hase & BELLSAINT",When You Call,50,3.73,3/10/2022
For Tonight,GIVĒON,For Tonight,60,3.23,3/8/2022
Sex With Me,Rihanna,ANTI (Deluxe),71,3.44,3/8/2022
The Hills,The Weeknd,Beauty Behind The Madness,86,4.04,3/8/2022
OHMAMI - With Maggie Lindemann,Chase Atlantic & Maggie Lindemann,OHMAMI (With Maggie Lindemann),51,3.78,3/8/2022
Slow Down,Chase Atlantic,Paradise EP,2,3.53,3/8/2022
White Tee (with NO1-NOAH),Summer Walker & NO1-NOAH,Life On Earth - EP,64,3.52,3/8/2022
Less Than Zero,The Weeknd,Dawn FM,73,3.53,3/8/2022
At My Worst,Pink Sweat$,PINK PLANET,50,2.84,3/8/2022
Ce Suntem Noi,Andia,Ce Suntem Noi,9,3.38,3/7/2022
Universul,Andia,Universul,5,3.67,3/7/2022
Who Knew,P!nk,I'm Not Dead,50,3.47,3/6/2022
True Love (feat. Lily Allen),P!nk & Lily Allen,The Truth About Love,66,3.85,3/6/2022
Dancer,LÉON,Circles,50,3.96,3/6/2022
i wanna be your girlfriend,girl in red,i wanna be your girlfriend,1,3.42,3/6/2022
People Watching,Conan Gray,People Watching,58,2.64,3/6/2022
The Less I Know The Better,Tame Impala,Currents,85,3.61,3/6/2022
Ba ba ba - Inima mea bate,Irina Rimes,Ba ba ba (Inima mea bate),44,3.51,3/5/2022
Babylon,5 Seconds of Summer,Youngblood (Deluxe),53,3.55,3/5/2022
Lonely Heart,5 Seconds of Summer,CALM,54,3.4,3/5/2022
Dazed & Confused,Ruel,Dazed & Confused,57,3.16,3/5/2022
Somebody To You,The Vamps,Meet The Vamps,70,3.08,3/5/2022
Without Me,Halsey,Without Me,8,3.36,3/5/2022
Youngblood,5 Seconds of Summer,Youngblood (Deluxe),79,3.39,3/5/2022
COMPLETE MESS,5 Seconds of Summer,COMPLETE MESS,50,3.44,3/5/2022
when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",85,3.27,3/3/2022
NDA,Billie Eilish,Happier Than Ever,75,3.26,3/3/2022
Your Power,Billie Eilish,Happier Than Ever,74,4.1,3/3/2022
Halley's Comet,Billie Eilish,Happier Than Ever,78,3.91,3/3/2022
Lost Cause,Billie Eilish,Happier Than Ever,61,3.54,3/3/2022
my future,Billie Eilish,my future,67,3.47,3/3/2022
Magnets,Disclosure & Lorde,Caracal (Deluxe),65,3.32,3/2/2022
Save Your Tears,The Weeknd,After Hours,85,3.59,3/2/2022
sadder badder cooler,Tove Lo,Sunshine Kitty (Paw Prints Edition),39,2.85,3/2/2022
True Disaster,Tove Lo,Lady Wood,50,3.4,3/2/2022
"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,"How Long (From ""Euphoria"" An HBO Original Series)",50,3.32,3/2/2022
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",68,3.59,3/2/2022
Baby,Madison Beer,Life Support,58,3.46,3/2/2022
Make Up Sex,SoMo,My Life II,56,3.71,3/2/2022
Secret Love Song (feat. Jason Derulo),Little Mix & Jason Derulo,Get Weird (Expanded Edition),77,4.16,3/2/2022
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake & Ozuna & Megan Thee Stallion & LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",65,3.76,3/1/2022
Tell It To My Heart,MEDUZA & Hozier,Tell It To My Heart,61,2.76,3/1/2022
Don't Be Shy,Tiësto & KAROL G,Don't Be Shy,71,2.34,3/1/2022
Moth To A Flame (with The Weeknd),Swedish House Mafia & The Weeknd,Moth To A Flame,6,3.9,3/1/2022
Give It To Me - Full Vocal Mix,Matt Sassari,Give It To Me (Full Vocal Mix),78,1.71,3/1/2022
that way,Tate McRae,all the things i never said,78,2.92,2/28/2022
With Or Without You,U2,U218 Singles,62,4.94,2/28/2022
Adore You,Miley Cyrus,Bangerz (Deluxe Version),72,4.65,2/27/2022
Beating Heart,Ellie Goulding,Halcyon Days,39,3.54,2/27/2022
Kiss It Better,Rihanna,ANTI (Deluxe),80,4.22,2/27/2022
Wings,Birdy,Fire Within (Deluxe),73,4.2,2/27/2022
UN DIA (ONE DAY) (Feat. Tainy),J Balvin & Dua Lipa & Bad Bunny & Tainy,UN DIA (ONE DAY) (Feat. Tainy),69,3.87,2/27/2022
Headlights (feat. KIDDO),Alok & Alan Walker & KIDDO,Headlights (feat. KIDDO),67,2.64,2/27/2022
Everything But You (feat. A7S),Clean Bandit & A7S,Everything But You (feat. A7S),55,3.3,2/27/2022
Silver Screen (Shower Scene),David Guetta & Felix Da Housecat & Miss Kittin,Silver Screen (Shower Scene),38,2.4,2/27/2022
Dancing Feet (feat. DNCE),Kygo & DNCE,Dancing Feet (feat. DNCE),63,3.59,2/27/2022
West Coast,OneRepublic,West Coast,59,3.22,2/27/2022
Fire Meet Gasoline,Sia,1000 Forms Of Fear,59,4.02,2/27/2022
Hurt,Christina Aguilera,Back To Basics,63,4.06,2/26/2022
Walk Me Home,P!nk,Hurts 2B Human,58,2.96,2/26/2022
Imagine - Remastered 2010,John Lennon,Imagine,77,3.13,2/25/2022
Victima,Carla's Dreams,Victima,41,4.21,2/25/2022
When You're Ready,Shawn Mendes,Shawn Mendes (Deluxe),42,2.83,2/25/2022
Complicated,Arkanian & Antonia,Complicated,21,2.89,2/25/2022
Boyfriend,Dove Cameron,Boyfriend,71,2.55,2/25/2022
LUX,YNY Sebi & Petre Stefan,LUX,32,2.72,2/25/2022
Inima de Bagabont,YNY Sebi,Inima de Bagabont,17,2.37,2/25/2022
Tatoué,Sasha Lopez & Ester Peony,Tatoué,19,2.79,2/24/2022
Sufletu' Imun,EMAA,Sufletu' Imun,26,3,2/24/2022
In a Stranger's Arms,LÉON,Apart,50,3.36,2/22/2022
Miserable Man,David Kushner,Miserable Man,4,3.88,2/21/2022
Dandelions - slowed + reverb,Ruth B. & sped up + slowed & slater,Dandelions (slowed + reverb),65,4.48,2/21/2022
Flori De Plastic,Smiley,Confesiune,50,3.46,2/21/2022
You Get Me So High,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,80,2.55,2/21/2022
Washing Machine Heart,Mitski,Be the Cowboy,82,2.14,2/21/2022
Bad as the Boys (feat. ALMA),Tove Lo & ALMA,Sunshine Kitty,37,3.11,2/20/2022
Not On Drugs,Tove Lo,Queen Of The Clouds,42,3.04,2/20/2022
Symphony (feat. Zara Larsson),Clean Bandit & Zara Larsson,What Is Love? (Deluxe Edition),78,3.55,2/20/2022
Maraton,The Motans,My Rhythm & Soul,30,4,2/20/2022
Ghost,Christopher,My Blood,41,3.22,2/20/2022
Friends,Ella Henderson,Glorious,50,2.97,2/20/2022
Leap Of Faith,Christopher,My Blood,53,3.63,2/20/2022
lonely,Maria Petra,lonely,50,2.86,2/20/2022
this is what falling in love feels like,JVKE,this is what falling in love feels like,2,2.01,2/19/2022
Favorite Part Of Me,Astrid S,Down Low,49,3.31,2/19/2022
GROWING UP IS _____,Ruel,GROWING UP IS _____,51,3.89,2/18/2022
Pierdut Printre Femei,Smiley,Confesiune,50,3.71,2/18/2022
Always On My Mind,INNA,Champagne Problems #DQH1,36,2.74,2/17/2022
Wherever I Go,OneRepublic,Oh My My (Deluxe),68,2.83,2/17/2022
Fata Din Vis,Compact16,Epoca De Aur,50,4.37,2/16/2022
In The Dark,Purple Disco Machine & Sophie and the Giants,In The Dark,55,3.1,2/16/2022
See You Again,Olly Alexander (Years & Years),Night Call (New Year's Edition),50,3.15,2/16/2022
Pretindeai,Smiley & Mihai Ristea & Alex Velea,Acasa,13,3.88,2/15/2022
O Poveste,Smiley,Confesiune,50,3.63,2/14/2022
Anotimpuri,Andia & Spike,Anotimpuri,25,3.29,2/13/2022
Dorule,Irina Rimes,Cosmos,29,3.89,2/13/2022
Wonderful Life,Smiley,Acasa,14,3.68,2/13/2022
O ard trist,Smiley,Acasa,10,3.78,2/13/2022
In Your Arms (For An Angel),Topic & Robin Schulz & Nico Santos & Paul van Dyk,In Your Arms (For An Angel),56,2.51,2/12/2022
In The Dark,Purple Disco Machine & Sophie and the Giants,In The Dark,10,3.1,2/12/2022
Looking at Me,Sabrina Carpenter,Singular Act II,76,3.02,2/11/2022
I'm Yours,Alessia Cara,Know-It-All (Deluxe),44,3.81,2/11/2022
Big,Rita Ora & David Guetta & Imanbek & Gunna,Bang,50,2.61,2/11/2022
If By Chance,Ruth B.,Safe Haven,60,5.06,2/11/2022
Ginza,J Balvin,Energía,74,2.85,2/11/2022
DÁKITI,Bad Bunny & JHAYCO,EL ÚLTIMO TOUR DEL MUNDO,77,3.42,2/11/2022
Y Que Fue?,Don Miguelo,Y Que Fue?,2,2.73,2/11/2022
feel like shit,Tate McRae,feel like shit,1,3.41,2/10/2022
Cerule,Liviu Teodorescu & BRUJA,Cerule,10,3.45,2/9/2022
Ne vedem într-un vis (with Liviu Teodorescu),Stefan Banica & Liviu Teodorescu,Ne vedem într-un vis,8,3.91,2/9/2022
Cine m-a pus,Liviu Teodorescu,Cine m-a pus,35,3.49,2/9/2022
Rock 'N Roll,Shift & Connect-R,Rock 'N Roll,9,2.73,2/8/2022
Jcole,Criss Blaziny & Connect-R & Bvcovia,Jcole,34,2.87,2/8/2022
Cositas de la USA,Maluma,Cositas de la USA,49,3.15,2/8/2022
V12 (feat. Lil Uzi Vert),iann dior & Lil Uzi Vert,on to better things,50,2.96,2/5/2022
Remember (with David Guetta),Becky Hill & David Guetta,Only Honest On The Weekend,65,2.69,2/5/2022
Scrisori în minor,Olivia Addams,Scrisori în minor,30,4,2/4/2022
Fragil,Shift,Fragil,8,3.05,2/4/2022
Still Learning,Halsey,Manic,40,3.53,2/4/2022
On & On,Alok & Dynoro,On & On,19,2.43,2/3/2022
Who Wants To Live Forever - Remastered 2011,Queen,Greatest Hits II (Remastered),63,4.92,2/3/2022
I Want It All - Single Version,Queen,The Miracle (Deluxe Edition 2011 Remaster),2,4.03,2/3/2022
Proud Mary,Creedence Clearwater Revival,Bayou Country (Expanded Edition),73,3.12,2/2/2022
Girls Just Want to Have Fun,Cyndi Lauper,She's So Unusual,81,3.97,2/2/2022
Crazy Little Thing Called Love - Remastered 2011,Queen,The Game (2011 Remaster),77,2.72,2/2/2022
Another One Bites The Dust - Remastered 2011,Queen,The Game (2011 Remaster),81,3.58,2/1/2022
I Was Made For Lovin' You,KISS,Dynasty,83,4.52,2/1/2022
Love Of My Life - Remastered 2011,Queen,A Night At The Opera (Deluxe Edition 2011 Remaster),71,3.62,2/1/2022
Simple,Sam Fischer,Simple,32,3.04,2/1/2022
It's On Again - Radio Edit,Alicia Keys,It's On Again (feat. Kendrick Lamar) [From The Amazing Spider-Man 2 Soundtrack],56,3.25,2/1/2022
Kiss My (Uh Oh),Anne-Marie & Little Mix,Therapy,56,2.95,1/31/2022
Nights Like This (feat. Ty Dolla $ign),Kehlani & Ty Dolla $ign,While We Wait,75,3.36,1/28/2022
O privire,MIRA,DIVINA,25,3.01,1/28/2022
High Enough,K.Flay,Every Where Is Some Where,70,3.86,1/27/2022
Playground (from the series Arcane League of Legends),Bea Miller & Arcane & League of Legends,Playground (from the series Arcane League of Legends),1,3.84,1/27/2022
Ribs,Lorde,Pure Heroine,84,4.32,1/27/2022
Ready,Alessia Cara,This Summer,48,2.98,1/24/2022
New,Daya,New,59,3.85,1/24/2022
Bad Girl,Daya,Bad Girl,50,3.11,1/24/2022
Lie To Me,Alessia Cara,In The Meantime,35,2.52,1/24/2022
A Little Bit Yours,JP Saxe,A Little Bit Yours,54,3.76,1/24/2022
Lights Down Low,MAX,Hell's Kitchen Angel,56,3.73,1/24/2022
Best Days - Takis Remix,Alessia Cara & Takis,Best Days (The Remixes),7,2.18,1/23/2022
Walking in the Sun,PANG!,Walking in the Sun,50,3.56,1/23/2022
Supergirl - Radio Edit,Anna Naklab & Alle Farben & YouNotUs,Supergirl (Radio Edit),58,3.55,1/23/2022
Best Days - King Henry Remix,Alessia Cara & King Henry,Best Days (The Remixes),11,3.22,1/23/2022
Best Days,Alessia Cara,Best Days (The Remixes),11,3.53,1/23/2022
Be Your Man,Rhys Lewis,Be Your Man,37,4.01,1/21/2022
Paradise,Bazzi,Soul Searching,67,2.82,1/19/2022
Who Am I?,Bazzi,Soul Searching,33,2.86,1/19/2022
Dependenta Mea,Mark Stam,Dependenta Mea,39,3.34,1/18/2022
Indragostiti Neuniform,Raluka,Indragostiti Neuniform,36,3.58,1/18/2022
"I Love You, Baby",Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,28,2.35,1/18/2022
Be My Baby,The Ronettes,Be My Baby: The Very Best of The Ronettes,72,2.68,1/18/2022
Perfectly Imperfect,Declan J Donovan,Perfectly Imperfect,42,3.4,1/17/2022
