Track Name,Artist,Album,Popularity,Duration (min),Added Date
greedy,Tate McRae,greedy,88,2.2,9/15/2023
lacy,Olivia Rodrigo,GUTS,50,2.95,9/14/2023
Big Sleep,Lissom & Julien Marchal & Lowswimmer,Eclipses,41,3.7,9/11/2023
The Great War,Taylor Swift,Midnights (3am Edition),66,4.01,9/9/2023
AMERICAN HORROR SHOW,Snow Wife,AMERICAN HORROR SHOW,61,2.49,9/2/2023
HONEY (ARE U COMING?),Måneskin,HONEY (ARE U COMING?),61,2.79,9/2/2023
Winner,Conan Gray,Winner,51,3.62,8/25/2023
Enter Sandman,Metallica,Metallica,23,5.52,8/25/2023
Sirena apelor,Delia,Sirena apelor,16,2.79,8/25/2023
TV,Billie Eilish,Guitar Songs,83,4.69,8/22/2023
Believe Again,Delta Goodrem,Delta,32,5.78,8/14/2023
I Did Something Bad,Taylor Swift,reputation,74,3.97,8/11/2023
Vigilante Shit,Taylor Swift,Midnights,68,2.75,8/11/2023
LOOKATME,Jann,Power,54,3.04,8/11/2023
Gladiator,Jann,Gladiator,63,3.53,8/11/2023
Redecorate,Twenty One Pilots,Scaled And Icy,65,4.1,8/11/2023
The Feels,Labrinth,Ends & Begins,62,3.29,8/7/2023
Nostalgia,Suki Waterhouse,Nostalgia,57,3.96,8/7/2023
Another Love,Tom Odell,Long Way Down (Deluxe),87,4.07,8/6/2023
Amsterdam,Nothing But Thieves,Broken Machine (Deluxe),64,4.54,8/4/2023
Is Everybody Going Crazy?,Nothing But Thieves,Moral Panic,57,3.96,8/3/2023
Sigh on a Hurricane,HIMALAYAS,Sigh on a Hurricane,48,2.59,8/3/2023
Reckless Tongue,Airways,Reckless Tongue,46,2.98,8/3/2023
Neon Roses,The Technicolors,Metaphysical,55,3.94,8/3/2023
Phobia,Nothing But Thieves,Moral Panic,45,4.08,8/3/2023
Cognitive Dissonance,Sophie Holohan,Cognitive Dissonance,45,2.93,8/3/2023
my tears ricochet,Taylor Swift,folklore,81,4.26,8/3/2023
Mess It Up,Gracie Abrams,Mess It Up,78,2.85,8/3/2023
Doubt,Twenty One Pilots,Blurryface,78,3.19,8/3/2023
Stay,Ari Abdul,Stay,58,2.88,8/3/2023
Lay Low,Tiësto,Lay Low,73,2.56,7/29/2023
Candy,Doja Cat,Amala,79,3.18,7/29/2023
Home To Another One,Madison Beer,Home To Another One,49,2.49,7/29/2023
ANTAGONISTA,Belén Aguilera,ANTAGONISTA,52,2.21,7/28/2023
SloMo,Chanel,SloMo,1,2.94,7/27/2023
Never Going Home,Kungs,Club Azur,62,2.83,7/27/2023
Pepas,Farruko,Pepas,77,4.79,7/27/2023
Unsteady,Gracie Abrams,Good Riddance (Deluxe),56,4.18,7/21/2023
eren,Jann,Power,36,4.27,7/15/2023
Blame Brett,The Beaches,Blame Brett,2,2.93,7/14/2023
Ana,Dora Gaitanovici,Descântec,24,3,7/12/2023
Meddle About,Chase Atlantic,Meddle About,50,3.4,7/10/2023
BANG BANG!,Nessa Barrett,BANG BANG!,45,2.27,7/10/2023
Everything To Everyone (Intro),Reneé Rapp,Everything To Everyone,43,1.14,7/10/2023
There's People Watching,Jade LeMac,Constellations,39,3.53,7/10/2023
god's favorite,Nessa Barrett,young forever (extended),44,2.98,7/10/2023
noose,Nessa Barrett,young forever (extended),46,2.35,7/10/2023
lie,Nessa Barrett,lie,52,3.57,7/9/2023
GRL GVNG,XG,GRL GVNG,62,3.13,7/9/2023
The Worst Person Alive,G Flip,The Worst Person Alive,39,3.51,7/9/2023
Speed Drive (From Barbie The Album),Charli xcx,Speed Drive (From Barbie The Album),68,1.96,7/9/2023
love notes,Alexa Cirri,love notes,34,2.73,7/9/2023
Future Lover,Brunette,Future Lover,44,2.77,7/9/2023
Pes,ZAF,Pes,40,3.63,7/9/2023
Solas,Jamie Duffy,Solas,3,3.21,7/7/2023
Tajno Moja,Ema & Albino,Tajno Moja,50,2.61,7/7/2023
blame's on me,Alexander Stewart,blame's on me,58,2.31,7/7/2023
U ilegali,Teya Dora,U ilegali,32,2.63,7/6/2023
Broken,Isak Danielson,Yours,50,3.61,7/6/2023
Why,Bazzi,COSMIC,67,2.47,7/6/2023
Miss You,MUNICH MONSTRS & Reece Lemonius,Miss You,27,2.4,7/6/2023
Do It All Again,Punctual & Jordan Shaw,Do It All Again,59,2.29,7/6/2023
american jesus,Nessa Barrett,american jesus,52,2.81,7/5/2023
Moves,Suki Waterhouse,I Can't Let Go,67,3.22,7/5/2023
Buzzcut Season,Lorde,Pure Heroine,77,4.11,7/5/2023
False God,Taylor Swift,Lover,79,3.34,7/5/2023
Juju Woman,Labrinth,Imagination & the Misfit Kid,39,0.8,7/5/2023
You Are Enough,Sleeping At Last,Atlas: I,66,3,7/5/2023
la di die (feat. Jaden Hossler),Nessa Barrett & jxdn,la di die (feat. Jaden Hossler),65,3.25,7/5/2023
What You Need,Chord Overstreet,What You Need,49,3.03,7/5/2023
Outro,Stephen,Sincerely,33,2.09,7/4/2023
Every High,Kyson,Every High,59,3.55,7/4/2023
Bad Drugs,King Kavalier & ChrisLee,Bad Drugs,57,2.77,7/4/2023
Sex on Drugs,NoMBe,They Might've Even Loved Me,32,3.18,7/4/2023
When You Say My Name,Chandler Leighton,When You Say My Name,62,2.47,7/4/2023
Breakin' up,The Palms,Sway,54,3.34,7/4/2023
Do Whatchu Want To Me,NoMBe,They Might've Even Loved Me,43,3.37,7/4/2023
All Your Love,Sir Sly,All Your Love,39,3.13,7/4/2023
Bury Me,Friday Pilots Club,"I LOVE YOU, ROBOT SUPERSTAR!",47,2.88,7/4/2023
Tread On Me,Matt Maeson,Bank On The Funeral,43,3.51,7/4/2023
Milk & Coffee,NoMBe,They Might've Even Loved Me,50,3.93,7/4/2023
Quantum Physics,Ruby Waters,If It Comes Down To It,50,2.65,7/4/2023
Give Me Her,Michl,Form Follows Function,25,1.24,7/4/2023
Dirty Love,Mt. Joy,Mt. Joy,1,2.74,7/4/2023
Tribulation,Matt Maeson,Bank On The Funeral,47,3.22,7/4/2023
Cravin',Stileto & Kendyle Paige,Cravin',66,2.88,7/4/2023
Wait 2.0,NoMBe & Skott,They Might've Even Loved Me (Re:Imagination),54,3.06,7/4/2023
13bullets (pt. 1),Stop Light Observations,oRANGE.,46,2.49,7/4/2023
Put It on Me,Matt Maeson,The Hearse,64,3.38,7/4/2023
Gravity,twocolors & ÁSDÍS,Gravity,55,2.41,7/2/2023
Already in Paris,Andrada,Already in Paris,3,2.71,6/24/2023
My Honest Face,Inhaler,It Won't Always Be Like This,63,4.54,6/24/2023
Meet Me in the Hallway,Harry Styles,Harry Styles,63,3.79,6/23/2023
From the Dining Table,Harry Styles,Harry Styles,68,3.53,6/23/2023
Same Place,Jade LeMac,Constellations,51,3.7,6/19/2023
Sweet Dreams,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,69,3.46,6/16/2023
Supermassive Black Hole,Muse,Black Holes and Revelations,81,3.54,6/14/2023
Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,80,3.98,6/14/2023
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul & Keyshia Cole,(When You Gonna) Give It up to Me (feat. Keyshia Cole),74,4.06,6/14/2023
sex money feelings die,Lykke Li,so sad so sexy,65,2.33,6/14/2023
Shut Up And Drive,Rihanna,Good Girl Gone Bad: Reloaded,71,3.54,6/14/2023
Karma,Taylor Swift,Midnights,76,3.41,6/14/2023
She's My Collar (feat. Kali Uchis),Gorillaz & Kali Uchis,Humanz (Deluxe),78,3.49,6/14/2023
Overdue (with Travis Scott),Metro Boomin & Travis Scott,NOT ALL HEROES WEAR CAPES (Deluxe),74,2.77,6/13/2023
Swimming Pools (Drank),Kendrick Lamar,Swimming Pools (Drank),82,4.13,6/13/2023
better off without me,Matt Hansen,better off without me,67,2.84,6/8/2023
Red Flags,Mimi Webb,Amelia,51,2.37,6/8/2023
Je te laisserai des mots,Patrick Watson,Je te laisserai des mots,6,2.68,6/8/2023
Raining Men,Rihanna & Nicki Minaj,Loud,45,3.75,6/8/2023
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer & PARTYNEXTDOOR & Nicki Minaj,Major Lazer Essentials,55,3.39,6/8/2023
Feeling Myself,Nicki Minaj & Beyoncé,The Pinkprint (International Deluxe Explicit),60,3.96,6/8/2023
Pon de Replay,Rihanna,Music Of The Sun,79,4.12,6/8/2023
Yikes,Nicki Minaj,Yikes,59,2.61,6/7/2023
Bottoms Up (feat. Nicki Minaj),Trey Songz & Nicki Minaj,"Passion, Pain & Pleasure (Deluxe Version)",72,4.03,6/7/2023
Are U gonna tell her? (feat. MC Zaac),Tove Lo & ZAAC,Sunshine Kitty,49,2.66,6/7/2023
Circus,Britney Spears,Circus (Deluxe Version),77,3.21,6/7/2023
Woo,Rihanna,ANTI (Deluxe),73,3.93,6/7/2023
Bad Girls,M.I.A.,Matangi,72,3.79,6/7/2023
FEFE,6ix9ine & Nicki Minaj & Murda Beatz,DUMMY BOY,50,2.99,6/7/2023
Fairplay,Kiana Ledé,FairPlay,47,2.82,6/7/2023
Have Mercy,Chlöe,Have Mercy,65,2.48,6/7/2023
Link Up,Tinashe,Songs For You,49,3.47,6/7/2023
Chun-Li,Nicki Minaj,Queen,67,3.19,6/7/2023
dear god,Nessa Barrett,young forever,48,2.2,6/7/2023
Oxytocin,Chandler Leighton,Oxytocin,49,3.23,6/7/2023
R.I.P,Dutch Melrose,R.I.P,39,2.39,6/7/2023
Lovers Rock,TV Girl,French Exit,86,3.57,6/5/2023
Let's Fall in Love for the Night (1964),FINNEAS,Blood Harmony (Deluxe),50,3.95,6/4/2023
Can't Wait To Be Dead,FINNEAS,Can't Wait To Be Dead,50,2.93,6/4/2023
State Lines,Novo Amor,Birthplace,75,3.48,6/4/2023
hotline (edit),Billie Eilish,hotline (edit),73,1.01,6/4/2023
Be Mine,Tusks,Avalanche,5,2.24,6/4/2023
Blurry Days,Camille Jansen,Louise,36,1.58,6/4/2023
Good Looking,Suki Waterhouse,Good Looking,83,3.58,5/31/2023
Moulaga - Sped up,Heuss L'enfoiré & Jul,Moulaga (Sped Up),55,2.78,5/29/2023
I Know - PR1SVX Edit,Kanii & PR1ISVX,I Know (PR1SVX Edit),66,2.23,5/26/2023
Me Gustas Tu - Sped Up Version,Manu Chao & spedup trends,Me Gustas Tu EP,60,3.69,5/18/2023
Paro - Speed Up,Nej,SOS (Chapitre 3),50,2.56,5/16/2023
Void,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,68,3.39,5/16/2023
Style,Taylor Swift,1989 (Deluxe),84,3.85,5/14/2023
Feels Like We Only Go Backwards,Tame Impala,Lonerism,76,3.22,5/13/2023
overbehind,flor,come out. you're hiding (deluxe),33,3.93,5/13/2023
Born To Be Alive,Bea and her Business,Born To Be Alive,54,2.62,5/12/2023
We Are Young (feat. Janelle Monáe),fun. & Janelle Monáe,Some Nights,74,4.18,5/9/2023
Love It If We Made It,The 1975,A Brief Inquiry Into Online Relationships,66,4.22,5/7/2023
High Infidelity,Taylor Swift,Midnights (3am Edition),61,3.86,5/7/2023
august,Taylor Swift,folklore,88,4.37,5/6/2023
cardigan,Taylor Swift,folklore,87,3.99,5/6/2023
Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),73,3.67,5/6/2023
Baby Came Home 2 / Valentines,The Neighbourhood,Wiped Out!,73,6.51,5/4/2023
Meltdown,Niall Horan,Meltdown,1,2.55,5/2/2023
OUT THE ROOF,Chase Atlantic,BEAUTY IN DEATH,51,3.27,4/30/2023
Without Me,Halsey,Manic,82,3.36,4/28/2023
Teddy Picker,Arctic Monkeys,Favourite Worst Nightmare,68,2.75,4/28/2023
Flawless,The Neighbourhood,I Love You. (10th Anniversary Edition),41,4.11,4/27/2023
Nervous,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,75,4.08,4/26/2023
Noise,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,50,3.34,4/26/2023
Compass,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,66,2.8,4/26/2023
Alleyways,The Neighbourhood,I Love You.,59,4.46,4/25/2023
Everybody's Watching Me (Uh Oh),The Neighbourhood,I Love You.,56,3.97,4/25/2023
Flawless,The Neighbourhood,I Love You.,68,4.11,4/24/2023
Cosmic Love,Florence + The Machine,Lungs (Deluxe Version),66,4.27,4/24/2023
ilomilo,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",73,2.61,4/20/2023
Alo baza baza,Tzanca Uraganu,Alo baza baza,41,2.89,4/20/2023
Emirate,Tzanca Uraganu & Manele Mentolate,Emirate,42,2.15,4/20/2023
TWELVE,Shygirl,ALIAS,28,2.53,4/19/2023
BAWDY,Shygirl,ALIAS,36,2.57,4/19/2023
TEARS!,5 Seconds of Summer,5SOS5,50,3.45,4/18/2023
Moondust,Jaymes Young,Dark Star,55,3.75,4/15/2023
3,Britney Spears,The Singles Collection,61,3.55,4/12/2023
Golden Age,Rosie Darling,Golden Age,43,3.53,4/12/2023
Thriving,UPSAHL,Lady Jesus,40,2.26,4/12/2023
Youth,Daughter,If You Leave,65,4.22,4/12/2023
In My Veins - Feat. Erin Mccarley,Andrew Belle,In My Veins (Feat. Erin Mccarley),58,5.32,4/12/2023
The Chain - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),85,4.5,4/12/2023
Secrets,OneRepublic,Waking Up,77,3.74,4/12/2023
Mad World,Michael Andrews & Gary Jules,Donnie Darko (Original Motion Picture Soundtrack),50,3.08,4/12/2023
Memories,Conan Gray,Memories,60,4.15,4/10/2023
Sick and Tired,Anastacia,Pieces of A Dream,59,3.54,4/10/2023
Lololo,Delia,Lololo,33,2.21,4/9/2023
I Lied (with Allison Ponthier),Lord Huron & Allison Ponthier,Long Lost,69,3.91,4/8/2023
Wild Sun,The Strumbellas,Hope,50,4.49,4/8/2023
Rover,KAI,Rover - The 3rd Mini Album,67,2.91,4/7/2023
do you really want to hurt me?,Nessa Barrett,young forever (extended),54,2.15,4/7/2023
more than friends,Isabel LaRosa,YOU FEAR THE GOD THAT LOVES YOU,58,2.46,4/7/2023
Scissorhands,Maggie Lindemann,PARANOIA,50,2.64,4/7/2023
Unholy,Hey Violet,From The Outside,46,3.96,4/7/2023
12345SEX,UPSAHL,12345SEX,48,2.88,4/7/2023
Hard Liquor,Jaira Burns,Hard Liquor,50,2,4/7/2023
Tantrum,Ashnikko,Tantrum,61,2.33,4/7/2023
VICES,MOTHICA,Blue Hour,50,2.96,4/7/2023
Own Me,bülow,The Contender,45,3.49,4/7/2023
MoneyOnMyMind (feat. Absofacto),UPSAHL & Absofacto,MoneyOnMyMind (feat. Absofacto),47,2.91,4/7/2023
THAT BITCH,Bea Miller,THAT BITCH,60,3.35,4/7/2023
shining on my ex,bbno$ & Yung Gravy,i don't care at all,53,2.34,4/7/2023
Siren,Kailee Morgue,Siren,60,3.34,4/7/2023
it's not u it's me,Bea Miller & 6LACK,it's not u it's me,50,3.24,4/7/2023
How to Be a Heartbreaker,MARINA,Electra Heart (Deluxe),70,3.69,4/7/2023
Okay,Chase Atlantic,Chase Atlantic,67,3.54,4/7/2023
Worms,Ashnikko,Worms,49,2.48,4/7/2023
Being Human,Mike Sabath,Being Human,9,4.1,4/7/2023
Caught A Body (with Ty Dolla $ign),Alesso & Ty Dolla $ign,Caught A Body (with Ty Dolla $ign),45,2.49,4/7/2023
GOLDWING,Billie Eilish,Happier Than Ever,67,2.53,4/6/2023
golden hour,JVKE,this is what falling in love feels like (554Hz),75,3.49,4/6/2023
Taking My Time to Be,Strawberry Guy,Taking My Time to Be,54,3.71,4/5/2023
Mrs Magic,Strawberry Guy,Mrs Magic,79,3.48,4/5/2023
What Would I Do?,Strawberry Guy,What Would I Do?,73,3.9,4/5/2023
things i wish you said,Sabrina Carpenter,emails i can’t send fwd:,65,2.71,4/5/2023
how many things,Sabrina Carpenter,emails i can’t send fwd:,58,4.06,4/5/2023
down 4 u,Alaina Castillo,parallel universe pt. 1,32,2.96,4/4/2023
Close,CXLOE,Close,25,3.28,4/4/2023
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,"Quevedo: Bzrp Music Sessions, Vol. 52",80,3.32,4/2/2023
Ends of the Earth,Lord Huron,Lonesome Dreams (Bonus Track Version),50,4.74,4/2/2023
"June, After Dark",Elliot Root,Thoughts From Yesterday,43,3.65,4/2/2023
Amerika,Young the Giant,Home of the Strange,53,4,4/2/2023
Happy Accidents,Saint Motel,saintmotelevision,45,3.06,4/2/2023
golden hour,JVKE,this is what ____ feels like (Vol. 1-4),78,3.49,4/1/2023
ceilings,Lizzy McAlpine,five seconds flat,80,3.05,4/1/2023
DON'T WANNA SLEEP,Måneskin,RUSH!,55,2.6,4/1/2023
BABY SAID,Måneskin,RUSH!,72,2.74,4/1/2023
You've Got The Love,Florence + The Machine,Lungs (Deluxe Version),76,2.81,4/1/2023
Sweet About Me,Gabriella Cilmi,Lessons To Be Learned,59,3.37,4/1/2023
Suddenly I See,KT Tunstall,Eye To The Telescope,77,3.36,4/1/2023
die first - sped up version,Nessa Barrett & sped up + nightcore,die first (love forever),42,2.41,3/30/2023
Already Over,Sabrina Carpenter,emails i can't send,63,2.85,3/30/2023
you're just drunk,Johnny Orlando,all the things that could go wrong,38,2.4,3/30/2023
first night,elijah woods & JESSIA,look what i made,45,2.99,3/30/2023
Almost (Sweet Music),Hozier,"Wasteland, Baby!",68,3.62,3/30/2023
Godly Behaviour,ELIO,ELIO'S INFERNO,50,2.64,3/29/2023
Hope,The Chainsmokers & Winona Oak,Sick Boy,62,3,3/29/2023
Falling,Chase Atlantic,Paradise EP,50,3.72,3/28/2023
People You Know,Selena Gomez,Rare,74,3.25,3/28/2023
Pacify Her,Melanie Martinez,Cry Baby (Deluxe Edition),72,3.67,3/28/2023
A Concert Six Months From Now,FINNEAS,Optimist,49,3.42,3/28/2023
Stay,Rihanna & Mikky Ekko,Unapologetic (Deluxe),75,4.01,3/27/2023
Love Me Again,John Newman,Tribute,77,4,3/27/2023
This Time Around,Tove Lo,Queen Of The Clouds,33,4.07,3/27/2023
Thousand Miles,Tove Lo,Queen Of The Clouds,42,3.58,3/27/2023
Got Love,Tove Lo,Queen Of The Clouds,35,3.82,3/27/2023
HEAVEN AND BACK,Chase Atlantic,PHASES,1,4.14,3/27/2023
Holiday,FLETCHER,Girl Of My Dreams (Deluxe),29,3.22,3/26/2023
Birthday Girl,FLETCHER,Girl Of My Dreams (Deluxe),29,3.28,3/26/2023
Smoke Sprite (feat. RM of BTS),So!YoON! & RM,Episode1 : Love,5,4.04,3/26/2023
BOYSHIT,Madison Beer,Life Support,55,2.67,3/26/2023
opposite,Sabrina Carpenter,emails i can’t send fwd:,68,2.8,3/26/2023
bad idea!,girl in red,bad idea!,72,3.66,3/26/2023
Hayloft,Mother Mother,O My Heart,3,3.03,3/25/2023
Kiss Me,Frank Walker & Theresa Rex,Kiss Me,39,2.5,3/25/2023
Forever,FLETCHER,Forever,41,2.82,3/25/2023
Obsessed,Mariah Carey,Memoirs of an imperfect Angel (International Version),80,4.04,3/25/2023
Truth Hurts,Lizzo,Cuz I Love You (Super Deluxe),71,2.89,3/24/2023
SOS,Rihanna,A Girl Like Me,78,3.98,3/24/2023
LoveGame,Lady Gaga,The Fame,75,3.61,3/24/2023
Consideration,Rihanna & SZA,ANTI (Deluxe),69,2.68,3/24/2023
Birthday Cake,Rihanna,Talk That Talk,57,1.3,3/24/2023
If U Seek Amy,Britney Spears,Circus (Deluxe Version),71,3.61,3/24/2023
On My Mind,Ellie Goulding,Delirium (Deluxe),67,3.56,3/24/2023
The 90s,FINNEAS,Optimist,43,3.39,3/23/2023
"MARATON - From ""Haita De Acțiune"" The Movie",M.G.L.,"MARATON (From ""Haita De Acțiune"" The Movie)",40,2.64,3/23/2023
INNA,"rares & Arkanian & Beach, Please!",INNA,33,2.35,3/23/2023
Never Dated You,Andi,Runner Up,33,2.02,3/23/2023
Hate Me,Ellie Goulding & Juice WRLD,Brightest Blue,75,3.13,3/23/2023
"Heaven - From ""Fifty Shades Freed"" Soundtrack",Julia Michaels,Broad Stories,46,3.2,3/23/2023
Hollywood's Bleeding,Post Malone,Hollywood's Bleeding,75,2.6,3/23/2023
no tears left to cry,Ariana Grande,Sweetener,79,3.43,3/23/2023
Need to Know,Doja Cat,Planet Her (Deluxe),53,3.51,3/23/2023
Get Into It (Yuh),Doja Cat,Planet Her (Deluxe),52,2.3,3/23/2023
You Right,Doja Cat & The Weeknd,Planet Her (Deluxe),55,3.1,3/22/2023
Maniac,Conan Gray,Kid Krow,75,3.1,3/22/2023
I Don’t (with DVBBS),Johnny Orlando & DVBBS,I Don’t (with DVBBS),38,2.91,3/22/2023
Everybody Wants You,Johnny Orlando,It’s Never Really Over (Expanded),47,3.35,3/22/2023
goodnight n go,Ariana Grande,Sweetener,70,3.16,3/22/2023
Tia Tamera (feat. Rico Nasty),Doja Cat & Rico Nasty,Amala (Deluxe Version),71,3.52,3/22/2023
Feather,Sabrina Carpenter,emails i can’t send fwd:,82,3.09,3/20/2023
girls girls girls,FLETCHER,girls girls girls,56,2.69,3/19/2023
Blisters,Dylan,The Greatest Thing I’ll Never Learn,33,3.35,3/16/2023
ICARUS,GRANT KNOCHE,ICARUS,29,2.59,3/16/2023
Never Be The One,Olivia O'Brien,Never Be The One,32,3.35,3/16/2023
Devil Is A Woman,Cloudy June,Devil Is A Woman,44,3.21,3/16/2023
lonely bitch,Bea Miller,lonely bitch,42,2.93,3/16/2023
Too Well,Reneé Rapp,Everything To Everyone,66,2.61,3/16/2023
Sorry To Me Too,Julia Michaels,Sorry To Me Too,45,3.49,3/16/2023
TIMEZONE,Måneskin,RUSH!,60,2.99,3/16/2023
blindfolded,Against The Current,blindfolded,50,3.32,3/16/2023
Kick,Saint Chaos,Seeing Red,50,3.28,3/16/2023
Out of the Dark and Into the Light,HIMALAYAS,Out of the Dark and Into the Light,50,3,3/16/2023
BOOM,Cassyette,BOOM,36,2.38,3/16/2023
Play My Favourite Song,Tigercub,Play My Favourite Song,30,2.59,3/16/2023
Call Me a Saint,YONAKA,Seize the Power,46,3.33,3/16/2023
Fleeting Love,Royal Sugar,Fleeting Love,28,3.41,3/16/2023
Blame It On Us,Vienna Vienna,Blame It On Us,40,2.98,3/16/2023
The Funeral,YUNGBLUD,YUNGBLUD,54,3.51,3/16/2023
Keeper,Reignwolf,Hear Me Out,2,3.12,3/16/2023
Lifeless Stars,Palaye Royale,Fever Dream,45,3.29,3/16/2023
Me and My Brain,Airways,Terrible Town,47,2.8,3/16/2023
Morning Blue,Giant Rooks,Morning Blue,50,3.62,3/16/2023
Survivor,All Good Things,Survivor,53,3.23,3/16/2023
River,BRKN LOVE,BRKN LOVE (Deluxe Edition),50,3.75,3/16/2023
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),70,3.51,3/16/2023
curious/furious,WILLOW,<COPINGMECHANISM>,47,3.03,3/16/2023
Only One Step,Saint Chaos,Only One Step,50,2.71,3/16/2023
You should be scared of me,DAMONA,You should be scared of me,34,2.39,3/16/2023
Walk,Saint Chaos & Sam Tinnesz,Seeing Red,50,2.84,3/16/2023
For The Wicked,Friday Pilots Club,For The Wicked,55,2.9,3/16/2023
GODDESS,PVRIS,GODDESS,50,2.54,3/15/2023
I'm Not Yours,The Haunt,I'm Not Yours,47,2.5,3/15/2023
Fire Escape,Call Me Karizma,To Hell With Hollywood,50,1.86,3/15/2023
GOSSIP (feat. Tom Morello),Måneskin & Tom Morello,RUSH!,74,2.8,3/15/2023
RUNRUNRUN,Dutch Melrose,RUNRUNRUN,76,2.35,3/15/2023
Ghosts & Monsters,Saint Chaos,Ghosts & Monsters,50,2.73,3/15/2023
Fear for Nobody,Måneskin,Il ballo della vita,60,2.51,3/15/2023
wednesday,Ethan Gander,wednesday,46,2.1,3/15/2023
Nobody (feat. dodie),half•alive & dodie,Nobody (feat. dodie),41,3.44,3/15/2023
emails i can’t send,Sabrina Carpenter,emails i can't send,68,1.74,3/15/2023
Oscar Winning Tears.,RAYE,My 21st Century Blues,75,3.06,3/15/2023
The Exit,Conan Gray,Superache,69,3.68,3/15/2023
Shut Me Up,Nicky Youre,Shut Me Up,50,2.35,3/15/2023
Nothing New,Fly By Midnight,Nothing New,31,2.49,3/15/2023
Can We Pretend That We’re Good?,Daniel Seavey,Can We Pretend That We’re Good?,50,2.72,3/15/2023
WISH I HAD YOU,Ruel,4TH WALL,36,3.28,3/15/2023
YOU AGAINST YOURSELF,Ruel,4TH WALL,43,2.43,3/15/2023
LIE,Ruel,4TH WALL,36,2.91,3/15/2023
Bad Omens,5 Seconds of Summer,5SOS5,50,3.6,3/15/2023
dying on the inside,Nessa Barrett,dying on the inside,69,3.41,3/15/2023
MUST BE NICE,Ruel,4TH WALL,42,2.93,3/15/2023
tear myself apart,Tate McRae,tear myself apart,50,2.81,3/15/2023
pretty poison,Nessa Barrett,pretty poison,47,2.29,3/15/2023
Not Another Rockstar,Maisie Peters,Not Another Rockstar,51,2.48,3/15/2023
Bitter,FLETCHER & Kito,THE S(EX) TAPES [Extended],58,3.25,3/15/2023
Fast Times,Sabrina Carpenter,emails i can't send,67,2.91,3/15/2023
I'll Break My Heart Again,Mimi Webb,I'll Break My Heart Again,44,3.59,3/14/2023
"You Won't Forget About Me, Right?",NERIAH,"You Won't Forget About Me, Right?",32,2.62,3/14/2023
Come First,Astrid S,Come First,37,2.22,3/12/2023
Killing Me,NOTD & Hastings,NOTED...EP,47,2.93,3/11/2023
Drunk in the Bathtub,Jessie Murph,drowning,55,2.77,3/11/2023
LOVE ME OR LEAVE ME,Munn,LOVE ME OR LEAVE ME,47,2.44,3/11/2023
Mr. Percocet,Noah Cyrus,The Hardest Part,48,3.23,3/11/2023
Better Version (feat. Kelsea Ballerini),FLETCHER & Kelsea Ballerini,Girl Of My Dreams (Deluxe),47,2.9,3/11/2023
she's all yours,Loote,lost,48,2.7,3/11/2023
i still say goodnight,Tate McRae,i used to think i could fly,54,3.14,3/11/2023
go away,Tate McRae,i used to think i could fly,60,3.56,3/11/2023
feel like shit,Tate McRae,i used to think i could fly,72,3.39,3/11/2023
you're so cool,Tate McRae,i used to think i could fly,55,2.85,3/11/2023
boy x,Tate McRae,i used to think i could fly,56,3.78,3/11/2023
what's your problem?,Tate McRae,i used to think i could fly,63,2.79,3/11/2023
Conscious,Justine Skye,Space and Time,33,1.25,3/11/2023
Raincatchers,Birdy,Raincatchers,31,3.99,3/11/2023
Sims,Lauv,~how i'm feeling~,38,2.58,3/11/2023
"Dark, Dark, Dark",Gregory Alan Isakov,Evening Machines,50,2.99,3/11/2023
Woodland,The Paper Kites,Woodland,61,3.86,3/11/2023
Mind Over Matter,Young the Giant,Mind Over Matter,71,4.08,3/10/2023
Dandelion,Oliver Hazard,Dandelion,58,3.18,3/10/2023
Southern Star,Gregory Alan Isakov,Evening Machines,50,2.32,3/10/2023
"10,000 Emerald Pools",BØRNS,Dopamine,66,2.91,3/10/2023
Lavender Sunflower,Tory Lanez,Alone At Prom,73,2.53,3/10/2023
LOVE. FEAT. ZACARI.,Kendrick Lamar & Zacari,DAMN.,82,3.56,3/10/2023
Breathe,Lauv,I met you when I was 18. (the playlist),50,3.96,3/9/2023
Comfortable,Lauv,I met you when I was 18. (the playlist),50,2.75,3/9/2023
Invisible Things,Lauv,~how i'm feeling~,47,3.29,3/9/2023
Believed,Lauv,~how i'm feeling~,40,2.83,3/9/2023
Love Don't Die Easy,Charlie Worsham,Rubberband,31,3.54,3/9/2023
Singur,Spike,Propaganda,24,3.1,3/8/2023
